2022-08-17 19:16:53.032 [background-preinit] INFO  [Version.java:21] - HV000001: Hibernate Validator 6.1.7.Final
2022-08-17 22:18:11.122 [restartedMain] INFO  [DefaultConfiguringBeanFactoryPostProcessor.java:463] - No bean named 'integrationHeaderChannelRegistry' has been explicitly defined. Therefore, a default DefaultHeaderChannelRegistry will be created.
2022-08-17 22:18:11.385 [restartedMain] INFO  [PostProcessorRegistrationDelegate.java:376] - Bean 'org.springframework.integration.config.IntegrationManagementConfiguration' of type [org.springframework.integration.config.IntegrationManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-08-17 22:18:11.409 [restartedMain] INFO  [PostProcessorRegistrationDelegate.java:376] - Bean 'integrationChannelResolver' of type [org.springframework.integration.support.channel.BeanFactoryChannelResolver] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-08-17 22:18:11.413 [restartedMain] INFO  [PostProcessorRegistrationDelegate.java:376] - Bean 'integrationDisposableAutoCreatedBeans' of type [org.springframework.integration.config.annotation.Disposables] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-08-17 22:18:11.960 [restartedMain] INFO  [TomcatWebServer.java:108] - Tomcat initialized with port(s): 8500 (http)
2022-08-17 22:18:11.971 [restartedMain] INFO  [DirectJDKLog.java:173] - Initializing ProtocolHandler ["http-nio-8500"]
2022-08-17 22:18:11.972 [restartedMain] INFO  [DirectJDKLog.java:173] - Starting service [Tomcat]
2022-08-17 22:18:11.972 [restartedMain] INFO  [DirectJDKLog.java:173] - Starting Servlet engine: [Apache Tomcat/9.0.43]
2022-08-17 22:18:12.122 [restartedMain] INFO  [DirectJDKLog.java:173] - Initializing Spring embedded WebApplicationContext
2022-08-17 22:18:12.123 [restartedMain] INFO  [ServletWebServerApplicationContext.java:289] - Root WebApplicationContext: initialization completed in 2472 ms
2022-08-17 22:18:12.897 [restartedMain] INFO  [ExecutorConfigurationSupport.java:181] - Initializing ExecutorService 'applicationTaskExecutor'
2022-08-17 22:18:13.027 [restartedMain] INFO  [WelcomePageHandlerMapping.java:57] - Adding welcome page template: index
2022-08-17 22:18:13.133 [restartedMain] WARN  [TemplateMode.java:150] - [THYMELEAF][restartedMain] Template Mode 'HTML5' is deprecated. Using Template Mode 'HTML' instead.
2022-08-17 22:18:13.520 [restartedMain] INFO  [OptionalLiveReloadServer.java:58] - LiveReload server is running on port 35729
2022-08-17 22:18:13.634 [restartedMain] INFO  [ExecutorConfigurationSupport.java:181] - Initializing ExecutorService 'taskScheduler'
2022-08-17 22:18:13.708 [restartedMain] INFO  [LogAccessor.java:174] - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2022-08-17 22:18:13.708 [restartedMain] INFO  [LogAccessor.java:174] - Channel 'multi-wechat.errorChannel' has 1 subscriber(s).
2022-08-17 22:18:13.709 [restartedMain] INFO  [LogAccessor.java:174] - started bean '_org.springframework.integration.errorLogger'
2022-08-17 22:18:13.709 [restartedMain] INFO  [DirectJDKLog.java:173] - Starting ProtocolHandler ["http-nio-8500"]
2022-08-17 22:18:13.735 [restartedMain] INFO  [TomcatWebServer.java:220] - Tomcat started on port(s): 8500 (http) with context path '/multi-wechat'
2022-08-17 22:18:13.754 [restartedMain] INFO  [StartupInfoLogger.java:61] - Started MultiWechatApplication in 4.78 seconds (JVM running for 7.287)
2022-08-17 22:18:17.526 [http-nio-8500-exec-1] INFO  [DirectJDKLog.java:173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-08-17 22:18:17.526 [http-nio-8500-exec-1] INFO  [FrameworkServlet.java:525] - Initializing Servlet 'dispatcherServlet'
2022-08-17 22:18:17.529 [http-nio-8500-exec-1] INFO  [FrameworkServlet.java:547] - Completed initialization in 3 ms
2022-08-17 22:18:50.363 [SpringContextShutdownHook] INFO  [LogAccessor.java:174] - Removing {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2022-08-17 22:18:50.364 [SpringContextShutdownHook] INFO  [LogAccessor.java:174] - Channel 'multi-wechat.errorChannel' has 0 subscriber(s).
2022-08-17 22:18:50.365 [SpringContextShutdownHook] INFO  [LogAccessor.java:174] - stopped bean '_org.springframework.integration.errorLogger'
2022-08-17 22:18:50.366 [SpringContextShutdownHook] INFO  [ExecutorConfigurationSupport.java:218] - Shutting down ExecutorService 'taskScheduler'
2022-08-17 22:18:50.370 [SpringContextShutdownHook] INFO  [ExecutorConfigurationSupport.java:218] - Shutting down ExecutorService 'applicationTaskExecutor'
2022-08-17 22:19:02.814 [restartedMain] INFO  [StartupInfoLogger.java:55] - Starting MultiWechatApplication using Java 1.8.0_271 on DESKTOP-9R2S12I with PID 28584 (D:\project\multi-wechat\target\classes started by COD in D:\project\multi-wechat)
2022-08-17 22:19:02.819 [restartedMain] INFO  [SpringApplication.java:660] - No active profile set, falling back to default profiles: default
2022-08-17 22:19:02.932 [background-preinit] INFO  [Version.java:21] - HV000001: Hibernate Validator 6.1.7.Final
2022-08-17 22:19:03.118 [restartedMain] INFO  [DeferredLog.java:255] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2022-08-17 22:19:03.118 [restartedMain] INFO  [DeferredLog.java:255] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2022-08-17 22:19:04.768 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:250] - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-08-17 22:19:04.771 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:128] - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2022-08-17 22:19:04.823 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:188] - Finished Spring Data repository scanning in 28 ms. Found 0 Redis repository interfaces.
2022-08-17 22:19:05.180 [restartedMain] INFO  [DefaultConfiguringBeanFactoryPostProcessor.java:213] - No bean named 'errorChannel' has been explicitly defined. Therefore, a default PublishSubscribeChannel will be created.
2022-08-17 22:19:05.195 [restartedMain] INFO  [DefaultConfiguringBeanFactoryPostProcessor.java:303] - No bean named 'taskScheduler' has been explicitly defined. Therefore, a default ThreadPoolTaskScheduler will be created.
2022-08-17 22:19:05.203 [restartedMain] INFO  [DefaultConfiguringBeanFactoryPostProcessor.java:463] - No bean named 'integrationHeaderChannelRegistry' has been explicitly defined. Therefore, a default DefaultHeaderChannelRegistry will be created.
2022-08-17 22:19:05.560 [restartedMain] INFO  [PostProcessorRegistrationDelegate.java:376] - Bean 'org.springframework.integration.config.IntegrationManagementConfiguration' of type [org.springframework.integration.config.IntegrationManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-08-17 22:19:05.595 [restartedMain] INFO  [PostProcessorRegistrationDelegate.java:376] - Bean 'integrationChannelResolver' of type [org.springframework.integration.support.channel.BeanFactoryChannelResolver] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-08-17 22:19:05.602 [restartedMain] INFO  [PostProcessorRegistrationDelegate.java:376] - Bean 'integrationDisposableAutoCreatedBeans' of type [org.springframework.integration.config.annotation.Disposables] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-08-17 22:19:06.415 [restartedMain] INFO  [TomcatWebServer.java:108] - Tomcat initialized with port(s): 8500 (http)
2022-08-17 22:19:06.449 [restartedMain] INFO  [DirectJDKLog.java:173] - Initializing ProtocolHandler ["http-nio-8500"]
2022-08-17 22:19:06.454 [restartedMain] INFO  [DirectJDKLog.java:173] - Starting service [Tomcat]
2022-08-17 22:19:06.455 [restartedMain] INFO  [DirectJDKLog.java:173] - Starting Servlet engine: [Apache Tomcat/9.0.43]
2022-08-17 22:19:06.728 [restartedMain] INFO  [DirectJDKLog.java:173] - Initializing Spring embedded WebApplicationContext
2022-08-17 22:19:06.728 [restartedMain] INFO  [ServletWebServerApplicationContext.java:289] - Root WebApplicationContext: initialization completed in 3608 ms
2022-08-17 22:19:08.032 [restartedMain] INFO  [ExecutorConfigurationSupport.java:181] - Initializing ExecutorService 'applicationTaskExecutor'
2022-08-17 22:19:08.173 [restartedMain] INFO  [WelcomePageHandlerMapping.java:57] - Adding welcome page template: index
2022-08-17 22:19:08.353 [restartedMain] WARN  [TemplateMode.java:150] - [THYMELEAF][restartedMain] Template Mode 'HTML5' is deprecated. Using Template Mode 'HTML' instead.
2022-08-17 22:19:08.772 [restartedMain] INFO  [OptionalLiveReloadServer.java:58] - LiveReload server is running on port 35729
2022-08-17 22:19:08.899 [restartedMain] INFO  [ExecutorConfigurationSupport.java:181] - Initializing ExecutorService 'taskScheduler'
2022-08-17 22:19:08.971 [restartedMain] INFO  [LogAccessor.java:174] - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2022-08-17 22:19:08.971 [restartedMain] INFO  [LogAccessor.java:174] - Channel 'multi-wechat.errorChannel' has 1 subscriber(s).
2022-08-17 22:19:08.971 [restartedMain] INFO  [LogAccessor.java:174] - started bean '_org.springframework.integration.errorLogger'
2022-08-17 22:19:08.972 [restartedMain] INFO  [DirectJDKLog.java:173] - Starting ProtocolHandler ["http-nio-8500"]
2022-08-17 22:19:08.999 [restartedMain] INFO  [TomcatWebServer.java:220] - Tomcat started on port(s): 8500 (http) with context path '/multi-wechat'
2022-08-17 22:19:09.019 [restartedMain] INFO  [StartupInfoLogger.java:61] - Started MultiWechatApplication in 7.056 seconds (JVM running for 10.479)
2022-08-17 22:19:09.158 [http-nio-8500-exec-1] INFO  [DirectJDKLog.java:173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-08-17 22:19:09.158 [http-nio-8500-exec-1] INFO  [FrameworkServlet.java:525] - Initializing Servlet 'dispatcherServlet'
2022-08-17 22:19:09.160 [http-nio-8500-exec-1] INFO  [FrameworkServlet.java:547] - Completed initialization in 2 ms
2022-08-17 22:20:18.584 [SpringContextShutdownHook] INFO  [LogAccessor.java:174] - Removing {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2022-08-17 22:20:18.585 [SpringContextShutdownHook] INFO  [LogAccessor.java:174] - Channel 'multi-wechat.errorChannel' has 0 subscriber(s).
2022-08-17 22:20:18.590 [SpringContextShutdownHook] INFO  [LogAccessor.java:174] - stopped bean '_org.springframework.integration.errorLogger'
2022-08-17 22:20:18.594 [SpringContextShutdownHook] INFO  [ExecutorConfigurationSupport.java:218] - Shutting down ExecutorService 'taskScheduler'
2022-08-17 22:20:18.603 [SpringContextShutdownHook] INFO  [ExecutorConfigurationSupport.java:218] - Shutting down ExecutorService 'applicationTaskExecutor'
2022-08-17 22:20:36.650 [restartedMain] INFO  [StartupInfoLogger.java:55] - Starting MultiWechatApplication using Java 1.8.0_271 on DESKTOP-9R2S12I with PID 49228 (D:\project\multi-wechat\target\classes started by COD in D:\project\multi-wechat)
2022-08-17 22:20:36.645 [background-preinit] INFO  [Version.java:21] - HV000001: Hibernate Validator 6.1.7.Final
2022-08-17 22:20:36.653 [restartedMain] INFO  [SpringApplication.java:660] - No active profile set, falling back to default profiles: default
2022-08-17 22:20:36.727 [restartedMain] INFO  [DeferredLog.java:255] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2022-08-17 22:20:36.728 [restartedMain] INFO  [DeferredLog.java:255] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2022-08-17 22:20:37.889 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:250] - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-08-17 22:20:37.892 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:128] - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2022-08-17 22:20:37.942 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:188] - Finished Spring Data repository scanning in 28 ms. Found 0 Redis repository interfaces.
2022-08-17 22:20:38.189 [restartedMain] INFO  [DefaultConfiguringBeanFactoryPostProcessor.java:213] - No bean named 'errorChannel' has been explicitly defined. Therefore, a default PublishSubscribeChannel will be created.
2022-08-17 22:20:38.198 [restartedMain] INFO  [DefaultConfiguringBeanFactoryPostProcessor.java:303] - No bean named 'taskScheduler' has been explicitly defined. Therefore, a default ThreadPoolTaskScheduler will be created.
2022-08-17 22:20:38.204 [restartedMain] INFO  [DefaultConfiguringBeanFactoryPostProcessor.java:463] - No bean named 'integrationHeaderChannelRegistry' has been explicitly defined. Therefore, a default DefaultHeaderChannelRegistry will be created.
2022-08-17 22:20:38.462 [restartedMain] INFO  [PostProcessorRegistrationDelegate.java:376] - Bean 'org.springframework.integration.config.IntegrationManagementConfiguration' of type [org.springframework.integration.config.IntegrationManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-08-17 22:20:38.488 [restartedMain] INFO  [PostProcessorRegistrationDelegate.java:376] - Bean 'integrationChannelResolver' of type [org.springframework.integration.support.channel.BeanFactoryChannelResolver] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-08-17 22:20:38.492 [restartedMain] INFO  [PostProcessorRegistrationDelegate.java:376] - Bean 'integrationDisposableAutoCreatedBeans' of type [org.springframework.integration.config.annotation.Disposables] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-08-17 22:20:39.026 [restartedMain] INFO  [TomcatWebServer.java:108] - Tomcat initialized with port(s): 8500 (http)
2022-08-17 22:20:39.047 [restartedMain] INFO  [DirectJDKLog.java:173] - Initializing ProtocolHandler ["http-nio-8500"]
2022-08-17 22:20:39.050 [restartedMain] INFO  [DirectJDKLog.java:173] - Starting service [Tomcat]
2022-08-17 22:20:39.051 [restartedMain] INFO  [DirectJDKLog.java:173] - Starting Servlet engine: [Apache Tomcat/9.0.43]
2022-08-17 22:20:39.230 [restartedMain] INFO  [DirectJDKLog.java:173] - Initializing Spring embedded WebApplicationContext
2022-08-17 22:20:39.231 [restartedMain] INFO  [ServletWebServerApplicationContext.java:289] - Root WebApplicationContext: initialization completed in 2501 ms
2022-08-17 22:20:40.096 [restartedMain] INFO  [ExecutorConfigurationSupport.java:181] - Initializing ExecutorService 'applicationTaskExecutor'
2022-08-17 22:20:40.221 [restartedMain] INFO  [WelcomePageHandlerMapping.java:57] - Adding welcome page template: index
2022-08-17 22:20:40.326 [restartedMain] WARN  [TemplateMode.java:150] - [THYMELEAF][restartedMain] Template Mode 'HTML5' is deprecated. Using Template Mode 'HTML' instead.
2022-08-17 22:20:40.700 [restartedMain] INFO  [OptionalLiveReloadServer.java:58] - LiveReload server is running on port 35729
2022-08-17 22:20:40.816 [restartedMain] INFO  [ExecutorConfigurationSupport.java:181] - Initializing ExecutorService 'taskScheduler'
2022-08-17 22:20:40.898 [restartedMain] INFO  [LogAccessor.java:174] - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2022-08-17 22:20:40.899 [restartedMain] INFO  [LogAccessor.java:174] - Channel 'multi-wechat.errorChannel' has 1 subscriber(s).
2022-08-17 22:20:40.900 [restartedMain] INFO  [LogAccessor.java:174] - started bean '_org.springframework.integration.errorLogger'
2022-08-17 22:20:40.901 [restartedMain] INFO  [DirectJDKLog.java:173] - Starting ProtocolHandler ["http-nio-8500"]
2022-08-17 22:20:40.952 [restartedMain] INFO  [TomcatWebServer.java:220] - Tomcat started on port(s): 8500 (http) with context path '/multi-wechat'
2022-08-17 22:20:40.974 [restartedMain] INFO  [StartupInfoLogger.java:61] - Started MultiWechatApplication in 4.919 seconds (JVM running for 7.425)
2022-08-17 22:20:51.413 [http-nio-8500-exec-1] INFO  [DirectJDKLog.java:173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-08-17 22:20:51.414 [http-nio-8500-exec-1] INFO  [FrameworkServlet.java:525] - Initializing Servlet 'dispatcherServlet'
2022-08-17 22:20:51.416 [http-nio-8500-exec-1] INFO  [FrameworkServlet.java:547] - Completed initialization in 2 ms
2022-08-17 22:29:28.137 [SpringContextShutdownHook] INFO  [LogAccessor.java:174] - Removing {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2022-08-17 22:29:28.138 [SpringContextShutdownHook] INFO  [LogAccessor.java:174] - Channel 'multi-wechat.errorChannel' has 0 subscriber(s).
2022-08-17 22:29:28.138 [SpringContextShutdownHook] INFO  [LogAccessor.java:174] - stopped bean '_org.springframework.integration.errorLogger'
2022-08-17 22:29:28.139 [SpringContextShutdownHook] INFO  [ExecutorConfigurationSupport.java:218] - Shutting down ExecutorService 'taskScheduler'
2022-08-17 22:29:28.142 [SpringContextShutdownHook] INFO  [ExecutorConfigurationSupport.java:218] - Shutting down ExecutorService 'applicationTaskExecutor'
2022-08-17 22:29:36.462 [restartedMain] INFO  [StartupInfoLogger.java:55] - Starting MultiWechatApplication using Java 1.8.0_271 on DESKTOP-9R2S12I with PID 51932 (D:\project\multi-wechat\target\classes started by COD in D:\project\multi-wechat)
2022-08-17 22:29:36.456 [background-preinit] INFO  [Version.java:21] - HV000001: Hibernate Validator 6.1.7.Final
2022-08-17 22:29:36.464 [restartedMain] INFO  [SpringApplication.java:660] - No active profile set, falling back to default profiles: default
2022-08-17 22:29:36.550 [restartedMain] INFO  [DeferredLog.java:255] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2022-08-17 22:29:36.551 [restartedMain] INFO  [DeferredLog.java:255] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2022-08-17 22:29:38.104 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:250] - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-08-17 22:29:38.109 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:128] - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2022-08-17 22:29:38.178 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:188] - Finished Spring Data repository scanning in 32 ms. Found 0 Redis repository interfaces.
2022-08-17 22:29:38.650 [restartedMain] INFO  [DefaultConfiguringBeanFactoryPostProcessor.java:213] - No bean named 'errorChannel' has been explicitly defined. Therefore, a default PublishSubscribeChannel will be created.
2022-08-17 22:29:38.670 [restartedMain] INFO  [DefaultConfiguringBeanFactoryPostProcessor.java:303] - No bean named 'taskScheduler' has been explicitly defined. Therefore, a default ThreadPoolTaskScheduler will be created.
2022-08-17 22:29:38.678 [restartedMain] INFO  [DefaultConfiguringBeanFactoryPostProcessor.java:463] - No bean named 'integrationHeaderChannelRegistry' has been explicitly defined. Therefore, a default DefaultHeaderChannelRegistry will be created.
2022-08-17 22:29:39.104 [restartedMain] INFO  [PostProcessorRegistrationDelegate.java:376] - Bean 'org.springframework.integration.config.IntegrationManagementConfiguration' of type [org.springframework.integration.config.IntegrationManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-08-17 22:29:39.153 [restartedMain] INFO  [PostProcessorRegistrationDelegate.java:376] - Bean 'integrationChannelResolver' of type [org.springframework.integration.support.channel.BeanFactoryChannelResolver] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-08-17 22:29:39.159 [restartedMain] INFO  [PostProcessorRegistrationDelegate.java:376] - Bean 'integrationDisposableAutoCreatedBeans' of type [org.springframework.integration.config.annotation.Disposables] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-08-17 22:29:40.379 [restartedMain] INFO  [TomcatWebServer.java:108] - Tomcat initialized with port(s): 8500 (http)
2022-08-17 22:29:40.395 [restartedMain] INFO  [DirectJDKLog.java:173] - Initializing ProtocolHandler ["http-nio-8500"]
2022-08-17 22:29:40.397 [restartedMain] INFO  [DirectJDKLog.java:173] - Starting service [Tomcat]
2022-08-17 22:29:40.398 [restartedMain] INFO  [DirectJDKLog.java:173] - Starting Servlet engine: [Apache Tomcat/9.0.43]
2022-08-17 22:29:40.635 [restartedMain] INFO  [DirectJDKLog.java:173] - Initializing Spring embedded WebApplicationContext
2022-08-17 22:29:40.636 [restartedMain] INFO  [ServletWebServerApplicationContext.java:289] - Root WebApplicationContext: initialization completed in 4084 ms
2022-08-17 22:29:42.190 [restartedMain] INFO  [ExecutorConfigurationSupport.java:181] - Initializing ExecutorService 'applicationTaskExecutor'
2022-08-17 22:29:42.425 [restartedMain] INFO  [WelcomePageHandlerMapping.java:57] - Adding welcome page template: index
2022-08-17 22:29:42.609 [restartedMain] WARN  [TemplateMode.java:150] - [THYMELEAF][restartedMain] Template Mode 'HTML5' is deprecated. Using Template Mode 'HTML' instead.
2022-08-17 22:29:43.285 [restartedMain] INFO  [OptionalLiveReloadServer.java:58] - LiveReload server is running on port 35729
2022-08-17 22:29:43.471 [restartedMain] INFO  [ExecutorConfigurationSupport.java:181] - Initializing ExecutorService 'taskScheduler'
2022-08-17 22:29:43.606 [restartedMain] INFO  [LogAccessor.java:174] - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2022-08-17 22:29:43.607 [restartedMain] INFO  [LogAccessor.java:174] - Channel 'multi-wechat.errorChannel' has 1 subscriber(s).
2022-08-17 22:29:43.607 [restartedMain] INFO  [LogAccessor.java:174] - started bean '_org.springframework.integration.errorLogger'
2022-08-17 22:29:43.608 [restartedMain] INFO  [DirectJDKLog.java:173] - Starting ProtocolHandler ["http-nio-8500"]
2022-08-17 22:29:43.639 [restartedMain] INFO  [TomcatWebServer.java:220] - Tomcat started on port(s): 8500 (http) with context path '/multi-wechat'
2022-08-17 22:29:43.659 [restartedMain] INFO  [StartupInfoLogger.java:61] - Started MultiWechatApplication in 8.001 seconds (JVM running for 10.877)
2022-08-17 22:29:58.916 [http-nio-8500-exec-1] INFO  [DirectJDKLog.java:173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-08-17 22:29:58.917 [http-nio-8500-exec-1] INFO  [FrameworkServlet.java:525] - Initializing Servlet 'dispatcherServlet'
2022-08-17 22:29:58.918 [http-nio-8500-exec-1] INFO  [FrameworkServlet.java:547] - Completed initialization in 1 ms
2022-08-17 22:30:32.445 [SpringContextShutdownHook] INFO  [LogAccessor.java:174] - Removing {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2022-08-17 22:30:32.446 [SpringContextShutdownHook] INFO  [LogAccessor.java:174] - Channel 'multi-wechat.errorChannel' has 0 subscriber(s).
2022-08-17 22:30:32.446 [SpringContextShutdownHook] INFO  [LogAccessor.java:174] - stopped bean '_org.springframework.integration.errorLogger'
2022-08-17 22:30:32.447 [SpringContextShutdownHook] INFO  [ExecutorConfigurationSupport.java:218] - Shutting down ExecutorService 'taskScheduler'
2022-08-17 22:30:32.450 [SpringContextShutdownHook] INFO  [ExecutorConfigurationSupport.java:218] - Shutting down ExecutorService 'applicationTaskExecutor'
2022-08-17 22:30:54.735 [background-preinit] INFO  [Version.java:21] - HV000001: Hibernate Validator 6.1.7.Final
2022-08-17 22:30:54.743 [restartedMain] INFO  [StartupInfoLogger.java:55] - Starting MultiWechatApplication using Java 1.8.0_271 on DESKTOP-9R2S12I with PID 52008 (D:\project\multi-wechat\target\classes started by COD in D:\project\multi-wechat)
2022-08-17 22:30:54.744 [restartedMain] INFO  [SpringApplication.java:660] - No active profile set, falling back to default profiles: default
2022-08-17 22:30:54.836 [restartedMain] INFO  [DeferredLog.java:255] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2022-08-17 22:30:54.837 [restartedMain] INFO  [DeferredLog.java:255] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2022-08-17 22:30:56.089 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:250] - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-08-17 22:30:56.094 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:128] - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2022-08-17 22:30:56.148 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:188] - Finished Spring Data repository scanning in 26 ms. Found 0 Redis repository interfaces.
2022-08-17 22:30:56.506 [restartedMain] INFO  [DefaultConfiguringBeanFactoryPostProcessor.java:213] - No bean named 'errorChannel' has been explicitly defined. Therefore, a default PublishSubscribeChannel will be created.
2022-08-17 22:30:56.521 [restartedMain] INFO  [DefaultConfiguringBeanFactoryPostProcessor.java:303] - No bean named 'taskScheduler' has been explicitly defined. Therefore, a default ThreadPoolTaskScheduler will be created.
2022-08-17 22:30:56.528 [restartedMain] INFO  [DefaultConfiguringBeanFactoryPostProcessor.java:463] - No bean named 'integrationHeaderChannelRegistry' has been explicitly defined. Therefore, a default DefaultHeaderChannelRegistry will be created.
2022-08-17 22:30:56.982 [restartedMain] INFO  [PostProcessorRegistrationDelegate.java:376] - Bean 'org.springframework.integration.config.IntegrationManagementConfiguration' of type [org.springframework.integration.config.IntegrationManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-08-17 22:30:57.053 [restartedMain] INFO  [PostProcessorRegistrationDelegate.java:376] - Bean 'integrationChannelResolver' of type [org.springframework.integration.support.channel.BeanFactoryChannelResolver] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-08-17 22:30:57.060 [restartedMain] INFO  [PostProcessorRegistrationDelegate.java:376] - Bean 'integrationDisposableAutoCreatedBeans' of type [org.springframework.integration.config.annotation.Disposables] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-08-17 22:30:57.888 [restartedMain] INFO  [TomcatWebServer.java:108] - Tomcat initialized with port(s): 8500 (http)
2022-08-17 22:30:57.904 [restartedMain] INFO  [DirectJDKLog.java:173] - Initializing ProtocolHandler ["http-nio-8500"]
2022-08-17 22:30:57.905 [restartedMain] INFO  [DirectJDKLog.java:173] - Starting service [Tomcat]
2022-08-17 22:30:57.906 [restartedMain] INFO  [DirectJDKLog.java:173] - Starting Servlet engine: [Apache Tomcat/9.0.43]
2022-08-17 22:30:58.140 [restartedMain] INFO  [DirectJDKLog.java:173] - Initializing Spring embedded WebApplicationContext
2022-08-17 22:30:58.141 [restartedMain] INFO  [ServletWebServerApplicationContext.java:289] - Root WebApplicationContext: initialization completed in 3302 ms
2022-08-17 22:30:59.212 [restartedMain] INFO  [ExecutorConfigurationSupport.java:181] - Initializing ExecutorService 'applicationTaskExecutor'
2022-08-17 22:30:59.375 [restartedMain] INFO  [WelcomePageHandlerMapping.java:57] - Adding welcome page template: index
2022-08-17 22:30:59.596 [restartedMain] WARN  [TemplateMode.java:150] - [THYMELEAF][restartedMain] Template Mode 'HTML5' is deprecated. Using Template Mode 'HTML' instead.
2022-08-17 22:31:00.409 [restartedMain] INFO  [OptionalLiveReloadServer.java:58] - LiveReload server is running on port 35729
2022-08-17 22:31:00.875 [restartedMain] INFO  [ExecutorConfigurationSupport.java:181] - Initializing ExecutorService 'taskScheduler'
2022-08-17 22:31:01.222 [restartedMain] INFO  [LogAccessor.java:174] - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2022-08-17 22:31:01.224 [restartedMain] INFO  [LogAccessor.java:174] - Channel 'multi-wechat.errorChannel' has 1 subscriber(s).
2022-08-17 22:31:01.225 [restartedMain] INFO  [LogAccessor.java:174] - started bean '_org.springframework.integration.errorLogger'
2022-08-17 22:31:01.226 [restartedMain] INFO  [DirectJDKLog.java:173] - Starting ProtocolHandler ["http-nio-8500"]
2022-08-17 22:31:01.262 [restartedMain] INFO  [TomcatWebServer.java:220] - Tomcat started on port(s): 8500 (http) with context path '/multi-wechat'
